dataset,week,attribute,group,observability,n,share,risk_rate
oulab,10,imd_band,0-10%,eligible_silent,77,0.17579908675799086,0.987012987012987
oulab,10,imd_band,10-20,eligible_silent,71,0.16210045662100456,0.9859154929577465
oulab,10,imd_band,20-30%,eligible_silent,62,0.1415525114155251,0.9838709677419355
oulab,10,imd_band,30-40%,eligible_silent,49,0.11187214611872145,1.0
oulab,10,imd_band,40-50%,eligible_silent,43,0.09817351598173515,0.9767441860465116
oulab,10,imd_band,50-60%,eligible_silent,28,0.0639269406392694,0.9642857142857143
oulab,10,imd_band,60-70%,eligible_silent,35,0.07990867579908675,0.9714285714285714
oulab,10,imd_band,70-80%,eligible_silent,29,0.06621004566210045,1.0
oulab,10,imd_band,80-90%,eligible_silent,26,0.0593607305936073,0.9615384615384616
oulab,10,imd_band,90-100%,eligible_silent,13,0.02968036529680365,1.0
oulab,10,imd_band,nan,eligible_silent,5,0.01141552511415525,1.0
oulab,10,age_band,0-35,eligible_active,17828,0.6954011779849436,0.42057437738389053
oulab,10,age_band,35-55,eligible_active,7627,0.2974997074540703,0.3558410908614134
oulab,10,age_band,55<=,eligible_active,182,0.0070991145609860746,0.2692307692307692
oulab,10,age_band,0-35,eligible_silent,302,0.6894977168949772,0.9966887417218543
oulab,10,age_band,35-55,eligible_silent,135,0.3082191780821918,0.9555555555555556
oulab,10,age_band,55<=,eligible_silent,1,0.00228310502283105,1.0
oulab,10,disability,N,eligible_active,23261,0.9073214494675664,0.39082584583637847
oulab,10,disability,Y,eligible_active,2376,0.0926785505324336,0.49242424242424243
oulab,10,disability,N,eligible_silent,398,0.908675799086758,0.9849246231155779
oulab,10,disability,Y,eligible_silent,40,0.091324200913242,0.975
oulab,12,gender,F,eligible_active,11398,0.4505138339920949,0.37497806632742586
oulab,12,gender,M,eligible_active,13902,0.5494861660079051,0.40627247878003164
oulab,12,gender,F,eligible_silent,235,0.5477855477855478,0.9787234042553191
oulab,12,gender,M,eligible_silent,194,0.4522144522144522,0.9948453608247423
oulab,12,region,East Anglian Region,eligible_active,2590,0.10237154150197629,0.3687258687258687
oulab,12,region,East Midlands Region,eligible_active,1772,0.0700395256916996,0.3905191873589165
oulab,12,region,Ireland,eligible_active,1011,0.039960474308300395,0.3570722057368942
oulab,12,region,London Region,eligible_active,2369,0.09363636363636364,0.4250738708315745
oulab,12,region,North Region,eligible_active,1413,0.0558498023715415,0.3481953290870488
oulab,12,region,North Western Region,eligible_active,2121,0.08383399209486166,0.4493163602074493
oulab,12,region,Scotland,eligible_active,2898,0.11454545454545455,0.4178743961352657
oulab,12,region,South East Region,eligible_active,1636,0.06466403162055336,0.33618581907090467
oulab,12,region,South Region,eligible_active,2440,0.09644268774703557,0.33647540983606555
oulab,12,region,South West Region,eligible_active,1897,0.0749802371541502,0.36056931997891406
oulab,12,region,Wales,eligible_active,1748,0.06909090909090909,0.4610983981693364
oulab,12,region,West Midlands Region,eligible_active,1912,0.07557312252964427,0.41631799163179917
oulab,12,region,Yorkshire Region,eligible_active,1493,0.05901185770750988,0.39785666443402545
oulab,12,region,East Anglian Region,eligible_silent,45,0.1048951048951049,0.9777777777777777
oulab,12,region,East Midlands Region,eligible_silent,26,0.06060606060606061,0.9615384615384616
oulab,12,region,Ireland,eligible_silent,24,0.055944055944055944,1.0
oulab,12,region,London Region,eligible_silent,38,0.08857808857808858,1.0
oulab,12,region,North Region,eligible_silent,18,0.04195804195804196,1.0
oulab,12,region,North Western Region,eligible_silent,41,0.09557109557109557,1.0
oulab,12,region,Scotland,eligible_silent,66,0.15384615384615385,1.0
oulab,12,region,South East Region,eligible_silent,21,0.04895104895104895,0.9523809523809523
oulab,12,region,South Region,eligible_silent,27,0.06293706293706294,0.9629629629629629
oulab,12,region,South West Region,eligible_silent,23,0.053613053613053616,1.0
oulab,12,region,Wales,eligible_silent,42,0.0979020979020979,1.0
oulab,12,region,West Midlands Region,eligible_silent,30,0.06993006993006994,0.9666666666666667
oulab,12,region,Yorkshire Region,eligible_silent,28,0.06526806526806526,0.9642857142857143
oulab,12,highest_education,A Level or Equivalent,eligible_active,11234,0.4440316205533597,0.3497418550827844
oulab,12,highest_education,HE Qualification,eligible_active,3858,0.1524901185770751,0.3115603939865215
oulab,12,highest_education,Lower Than A Level,eligible_active,9713,0.3839130434782609,0.474003912282508
oulab,12,highest_education,No Formal quals,eligible_active,224,0.008853754940711462,0.5401785714285714
oulab,12,highest_education,Post Graduate Qualification,eligible_active,271,0.010711462450592886,0.24354243542435425
oulab,12,highest_education,A Level or Equivalent,eligible_silent,126,0.2937062937062937,0.9841269841269841
oulab,12,highest_education,HE Qualification,eligible_silent,44,0.10256410256410256,0.9772727272727273
oulab,12,highest_education,Lower Than A Level,eligible_silent,248,0.578088578088578,0.9879032258064516
oulab,12,highest_education,No Formal quals,eligible_silent,11,0.02564102564102564,1.0
oulab,12,imd_band,0-10%,eligible_active,2369,0.09363636363636364,0.5094976783452934
oulab,12,imd_band,10-20,eligible_active,2565,0.10138339920948616,0.4709551656920078
oulab,12,imd_band,20-30%,eligible_active,2693,0.10644268774703557,0.4470850352766432
oulab,12,imd_band,30-40%,eligible_active,2757,0.10897233201581027,0.3978962640551324
oulab,12,imd_band,40-50%,eligible_active,2481,0.09806324110671936,0.3889560661023781
oulab,12,imd_band,50-60%,eligible_active,2489,0.09837944664031621,0.38810767376456407
oulab,12,imd_band,60-70%,eligible_active,2322,0.09177865612648221,0.35099052540913006
oulab,12,imd_band,70-80%,eligible_active,2337,0.09237154150197628,0.3654257595207531
oulab,12,imd_band,80-90%,eligible_active,2218,0.08766798418972332,0.327321911632101
oulab,12,imd_band,90-100%,eligible_active,2098,0.08292490118577076,0.30457578646329836
oulab,12,imd_band,nan,eligible_active,971,0.03837944664031621,0.2481977342945417
oulab,12,imd_band,0-10%,eligible_silent,76,0.17715617715617715,0.9868421052631579
oulab,12,imd_band,10-20,eligible_silent,70,0.16317016317016317,0.9857142857142858
oulab,12,imd_band,20-30%,eligible_silent,58,0.1351981351981352,1.0
oulab,12,imd_band,30-40%,eligible_silent,48,0.11188811188811189,1.0
oulab,12,imd_band,40-50%,eligible_silent,41,0.09557109557109557,0.975609756097561
oulab,12,imd_band,50-60%,eligible_silent,28,0.06526806526806526,0.9642857142857143
oulab,12,imd_band,60-70%,eligible_silent,35,0.08158508158508158,0.9714285714285714
oulab,12,imd_band,70-80%,eligible_silent,29,0.0675990675990676,1.0
oulab,12,imd_band,80-90%,eligible_silent,27,0.06293706293706294,0.9629629629629629
oulab,12,imd_band,90-100%,eligible_silent,12,0.027972027972027972,1.0
oulab,12,imd_band,nan,eligible_silent,5,0.011655011655011656,1.0
oulab,12,age_band,0-35,eligible_active,17593,0.6953754940711463,0.412834650144944
oulab,12,age_band,35-55,eligible_active,7527,0.2975098814229249,0.34701740401222264
oulab,12,age_band,55<=,eligible_active,180,0.0071146245059288534,0.2611111111111111
oulab,12,age_band,0-35,eligible_silent,297,0.6923076923076923,0.9966329966329966
oulab,12,age_band,35-55,eligible_silent,131,0.30536130536130535,0.9618320610687023
oulab,12,age_band,55<=,eligible_silent,1,0.002331002331002331,1.0
oulab,12,disability,N,eligible_active,22962,0.9075889328063241,0.38280637575124116
oulab,12,disability,Y,eligible_active,2338,0.0924110671936759,0.48417450812660395
oulab,12,disability,N,eligible_silent,392,0.9137529137529138,0.9872448979591837
oulab,12,disability,Y,eligible_silent,37,0.08624708624708624,0.972972972972973
oulab,14,gender,F,eligible_active,11249,0.45111485402630735,0.3664325717841586
oulab,14,gender,M,eligible_active,13687,0.5488851459736926,0.3969460071600789
oulab,14,gender,F,eligible_silent,228,0.5454545454545454,0.9912280701754386
oulab,14,gender,M,eligible_silent,190,0.45454545454545453,0.9947368421052631
oulab,14,region,East Anglian Region,eligible_active,2557,0.10254250882258582,0.3605788032850997
oulab,14,region,East Midlands Region,eligible_active,1736,0.06961822264998396,0.3778801843317972
oulab,14,region,Ireland,eligible_active,997,0.0399823548283606,0.34804413239719156
oulab,14,region,London Region,eligible_active,2343,0.09396053897978826,0.4186939820742638
oulab,14,region,North Region,eligible_active,1400,0.05614372794353545,0.34214285714285714
oulab,14,region,North Western Region,eligible_active,2097,0.08409528392685274,0.4430138292799237
oulab,14,region,Scotland,eligible_active,2851,0.11433269169072827,0.40827779726411784
oulab,14,region,South East Region,eligible_active,1619,0.06492621110041706,0.32859789993823346
oulab,14,region,South Region,eligible_active,2410,0.0966474173885146,0.3278008298755187
oulab,14,region,South West Region,eligible_active,1859,0.07455085017645172,0.3474986551909629
oulab,14,region,Wales,eligible_active,1709,0.06853545075393006,0.44880046811000585
oulab,14,region,West Midlands Region,eligible_active,1879,0.07535290343278794,0.40606705694518364
oulab,14,region,Yorkshire Region,eligible_active,1479,0.05931183830606352,0.39148073022312374
oulab,14,region,East Anglian Region,eligible_silent,45,0.1076555023923445,0.9777777777777777
oulab,14,region,East Midlands Region,eligible_silent,25,0.05980861244019139,0.96
oulab,14,region,Ireland,eligible_silent,24,0.05741626794258373,1.0
oulab,14,region,London Region,eligible_silent,37,0.08851674641148326,1.0
oulab,14,region,North Region,eligible_silent,17,0.04066985645933014,1.0
oulab,14,region,North Western Region,eligible_silent,40,0.09569377990430622,1.0
oulab,14,region,Scotland,eligible_silent,66,0.15789473684210525,1.0
oulab,14,region,South East Region,eligible_silent,20,0.04784688995215311,1.0
oulab,14,region,South Region,eligible_silent,26,0.06220095693779904,1.0
oulab,14,region,South West Region,eligible_silent,23,0.05502392344497608,1.0
oulab,14,region,Wales,eligible_silent,40,0.09569377990430622,1.0
oulab,14,region,West Midlands Region,eligible_silent,29,0.06937799043062201,0.9655172413793104
oulab,14,region,Yorkshire Region,eligible_silent,26,0.06220095693779904,1.0
oulab,14,highest_education,A Level or Equivalent,eligible_active,11089,0.4446984279756176,0.34114888628370454
oulab,14,highest_education,HE Qualification,eligible_active,3815,0.1529916586461341,0.30380078636959373
oulab,14,highest_education,Lower Than A Level,eligible_active,9541,0.3826195059351941,0.4643119169898334
oulab,14,highest_education,No Formal quals,eligible_active,221,0.008862688482515238,0.5339366515837104
oulab,14,highest_education,Post Graduate Qualification,eligible_active,270,0.01082771896053898,0.24074074074074073
oulab,14,highest_education,A Level or Equivalent,eligible_silent,123,0.2942583732057416,0.991869918699187
oulab,14,highest_education,HE Qualification,eligible_silent,44,0.10526315789473684,0.9772727272727273
oulab,14,highest_education,Lower Than A Level,eligible_silent,242,0.5789473684210527,0.9958677685950413
oulab,14,highest_education,No Formal quals,eligible_silent,9,0.0215311004784689,1.0
oulab,14,imd_band,0-10%,eligible_active,2325,0.09323869104908566,0.5002150537634409
oulab,14,imd_band,10-20,eligible_active,2528,0.1013795316008983,0.4632120253164557
oulab,14,imd_band,20-30%,eligible_active,2652,0.10635226179018287,0.4385369532428356
oulab,14,imd_band,30-40%,eligible_active,2711,0.10871831889637472,0.38767982294356323
oulab,14,imd_band,40-50%,eligible_active,2442,0.09793070259865255,0.3787878787878788
oulab,14,imd_band,50-60%,eligible_active,2455,0.0984520372152711,0.37922606924643587
oulab,14,imd_band,60-70%,eligible_active,2294,0.09199550850176452,0.34263295553618134
oulab,14,imd_band,70-80%,eligible_active,2300,0.09223612447866539,0.3552173913043478
oulab,14,imd_band,80-90%,eligible_active,2192,0.0879050368944498,0.3193430656934307
oulab,14,imd_band,90-100%,eligible_active,2071,0.08305261469361566,0.29550941574118783
oulab,14,imd_band,nan,eligible_active,966,0.03873917228103946,0.2443064182194617
oulab,14,imd_band,0-10%,eligible_silent,73,0.17464114832535885,0.9863013698630136
oulab,14,imd_band,10-20,eligible_silent,69,0.16507177033492823,0.9855072463768116
oulab,14,imd_band,20-30%,eligible_silent,56,0.1339712918660287,1.0
oulab,14,imd_band,30-40%,eligible_silent,47,0.11244019138755981,1.0
oulab,14,imd_band,40-50%,eligible_silent,40,0.09569377990430622,1.0
oulab,14,imd_band,50-60%,eligible_silent,27,0.0645933014354067,1.0
oulab,14,imd_band,60-70%,eligible_silent,34,0.08133971291866028,1.0
oulab,14,imd_band,70-80%,eligible_silent,29,0.06937799043062201,1.0
oulab,14,imd_band,80-90%,eligible_silent,27,0.0645933014354067,0.9629629629629629
oulab,14,imd_band,90-100%,eligible_silent,12,0.028708133971291867,1.0
oulab,14,imd_band,nan,eligible_silent,4,0.009569377990430622,1.0
oulab,14,age_band,0-35,eligible_active,17338,0.6952999679178697,0.4041988695351252
oulab,14,age_band,35-55,eligible_active,7419,0.2975216554379211,0.33710742687693757
oulab,14,age_band,55<=,eligible_active,179,0.007178376644209176,0.2569832402234637
oulab,14,age_band,0-35,eligible_silent,289,0.6913875598086124,0.9965397923875432
oulab,14,age_band,35-55,eligible_silent,128,0.3062200956937799,0.984375
oulab,14,age_band,55<=,eligible_silent,1,0.0023923444976076554,1.0
oulab,14,disability,N,eligible_active,22660,0.9087263394289381,0.37449249779346866
oulab,14,disability,Y,eligible_active,2276,0.09127366057106191,0.46968365553602814
oulab,14,disability,N,eligible_silent,382,0.9138755980861244,0.9921465968586387
oulab,14,disability,Y,eligible_silent,36,0.0861244019138756,1.0
oulab,16,gender,F,eligible_active,11073,0.4513512411853422,0.3563623227670911
oulab,16,gender,M,eligible_active,13460,0.5486487588146578,0.38670133729569095
oulab,16,gender,F,eligible_silent,223,0.5492610837438424,0.9910313901345291
oulab,16,gender,M,eligible_silent,183,0.45073891625615764,0.994535519125683
oulab,16,region,East Anglian Region,eligible_active,2516,0.10255574124648432,0.3501589825119237
oulab,16,region,East Midlands Region,eligible_active,1701,0.06933518118452696,0.36507936507936506
oulab,16,region,Ireland,eligible_active,983,0.04006847919129336,0.3387589013224822
oulab,16,region,London Region,eligible_active,2316,0.09440345656870337,0.4119170984455959
oulab,16,region,North Region,eligible_active,1371,0.0558839114661884,0.3282275711159737
oulab,16,region,North Western Region,eligible_active,2061,0.08400929360453267,0.43328481319747697
oulab,16,region,Scotland,eligible_active,2791,0.11376513267843313,0.39555714797563596
oulab,16,region,South East Region,eligible_active,1596,0.06505523172869196,0.31892230576441105
oulab,16,region,South Region,eligible_active,2369,0.09656381200831533,0.31616715913887716
oulab,16,region,South West Region,eligible_active,1827,0.07447112053152896,0.33607006020799124
oulab,16,region,Wales,eligible_active,1688,0.0688052826804712,0.4419431279620853
oulab,16,region,West Midlands Region,eligible_active,1853,0.07553091753964049,0.3971937398812736
oulab,16,region,Yorkshire Region,eligible_active,1461,0.05955243957118982,0.3839835728952772
oulab,16,region,East Anglian Region,eligible_silent,43,0.10591133004926108,0.9767441860465116
oulab,16,region,East Midlands Region,eligible_silent,24,0.059113300492610835,0.9583333333333334
oulab,16,region,Ireland,eligible_silent,22,0.054187192118226604,1.0
oulab,16,region,London Region,eligible_silent,37,0.09113300492610837,1.0
oulab,16,region,North Region,eligible_silent,14,0.034482758620689655,1.0
oulab,16,region,North Western Region,eligible_silent,40,0.09852216748768473,1.0
oulab,16,region,Scotland,eligible_silent,65,0.16009852216748768,1.0
oulab,16,region,South East Region,eligible_silent,19,0.046798029556650245,1.0
oulab,16,region,South Region,eligible_silent,26,0.06403940886699508,1.0
oulab,16,region,South West Region,eligible_silent,23,0.05665024630541872,1.0
oulab,16,region,Wales,eligible_silent,40,0.09852216748768473,1.0
oulab,16,region,West Midlands Region,eligible_silent,28,0.06896551724137931,0.9642857142857143
oulab,16,region,Yorkshire Region,eligible_silent,25,0.06157635467980296,1.0
oulab,16,highest_education,A Level or Equivalent,eligible_active,10919,0.4450739819834509,0.33079952376591265
oulab,16,highest_education,HE Qualification,eligible_active,3756,0.15309990624872621,0.2928647497337593
oulab,16,highest_education,Lower Than A Level,eligible_active,9375,0.3821383442709819,0.45482666666666666
oulab,16,highest_education,No Formal quals,eligible_active,216,0.008804467452003424,0.5231481481481481
oulab,16,highest_education,Post Graduate Qualification,eligible_active,267,0.010883300044837566,0.23220973782771537
oulab,16,highest_education,A Level or Equivalent,eligible_silent,119,0.29310344827586204,0.9915966386554622
oulab,16,highest_education,HE Qualification,eligible_silent,43,0.10591133004926108,0.9767441860465116
oulab,16,highest_education,Lower Than A Level,eligible_silent,235,0.5788177339901478,0.9957446808510638
oulab,16,highest_education,No Formal quals,eligible_silent,9,0.022167487684729065,1.0
oulab,16,imd_band,0-10%,eligible_active,2279,0.0928952839033139,0.4896884598508118
oulab,16,imd_band,10-20,eligible_active,2481,0.10112909142787266,0.45304312777106004
oulab,16,imd_band,20-30%,eligible_active,2603,0.10610198508131904,0.4279677295428352
oulab,16,imd_band,30-40%,eligible_active,2664,0.10858843190804222,0.3768768768768769
oulab,16,imd_band,40-50%,eligible_active,2407,0.09811274609709371,0.3697548815953469
oulab,16,imd_band,50-60%,eligible_active,2424,0.0988056902947051,0.3712871287128713
oulab,16,imd_band,60-70%,eligible_active,2257,0.091998532588758,0.331856446610545
oulab,16,imd_band,70-80%,eligible_active,2261,0.09216157828231362,0.3440955329500221
oulab,16,imd_band,80-90%,eligible_active,2167,0.08833000448375657,0.31149053991693587
oulab,16,imd_band,90-100%,eligible_active,2039,0.08311254228997676,0.28445316331535064
oulab,16,imd_band,nan,eligible_active,951,0.03876411364284841,0.2323869610935857
oulab,16,imd_band,0-10%,eligible_silent,70,0.1724137931034483,0.9857142857142858
oulab,16,imd_band,10-20,eligible_silent,69,0.16995073891625614,0.9855072463768116
oulab,16,imd_band,20-30%,eligible_silent,52,0.12807881773399016,1.0
oulab,16,imd_band,30-40%,eligible_silent,46,0.11330049261083744,1.0
oulab,16,imd_band,40-50%,eligible_silent,40,0.09852216748768473,1.0
oulab,16,imd_band,50-60%,eligible_silent,27,0.0665024630541872,1.0
oulab,16,imd_band,60-70%,eligible_silent,33,0.0812807881773399,1.0
oulab,16,imd_band,70-80%,eligible_silent,29,0.07142857142857142,1.0
oulab,16,imd_band,80-90%,eligible_silent,26,0.06403940886699508,0.9615384615384616
oulab,16,imd_band,90-100%,eligible_silent,10,0.024630541871921183,1.0
oulab,16,imd_band,nan,eligible_silent,4,0.009852216748768473,1.0
oulab,16,age_band,0-35,eligible_active,17058,0.6953083601679371,0.39436041739946065
oulab,16,age_band,35-55,eligible_active,7298,0.29747686789222677,0.32611674431351056
oulab,16,age_band,55<=,eligible_active,177,0.0072147719398361395,0.24858757062146894
oulab,16,age_band,0-35,eligible_silent,278,0.6847290640394089,0.9964028776978417
oulab,16,age_band,35-55,eligible_silent,127,0.312807881773399,0.984251968503937
oulab,16,age_band,55<=,eligible_silent,1,0.0024630541871921183,1.0
oulab,16,disability,N,eligible_active,22308,0.9093058329596869,0.36457772996234533
oulab,16,disability,Y,eligible_active,2225,0.09069416704031305,0.45752808988764043
oulab,16,disability,N,eligible_silent,371,0.9137931034482759,0.9919137466307277
oulab,16,disability,Y,eligible_silent,35,0.08620689655172414,1.0
